lexeme,lemma
L48513,lazketsi
L48514,lazki
L48515,lazkiro
L48516,lazkitu
L48517,lazko
L48518,lazkor
L48519,lazkura
L48520,lazo
L48521,lazotu
L48522,lazt
L48523,lazta
L48524,laztabin
L48525,laztain
L48526,laztan
L48527,laztanari
L48528,laztandi
L48529,laztandu
L48530,laztangarri
L48531,laztangarrikeria
L48532,laztangarriki
L48533,laztangarriro
L48534,laztanka
L48535,laztankeria
L48536,laztanki
L48537,laztankiro
L48538,laztankizun
L48539,laztankor
L48540,laztantasun
L48541,laztantatu
L48542,laztantsu
L48543,laztantxo
L48544,laztantze
L48545,laztar
L48546,laztarreria
L48547,laztasun
L48548,laztasungabe
L48549,laztatu
L48550,lazte
L48551,lazto
L48552,laztu
L48553,laztura
L48554,lazun
L48555,lazutu
L48556,lea
L48557,lear
L48558,learaude
L48559,leatze
L48560,leaxun
L48561,leba
L48562,lebadura
L48563,lebaia
L48564,lebante
L48565,lebatu
L48566,lebe
L48567,leber
L48568,lebertu
L48569,lebita
L48570,lebitadun
L48571,lebitar
L48572,lebitiko
L48573,lebo
L48574,lebota
L48575,lebra
L48576,lebral
L48577,lebraost
L48578,lebrel
L48579,leda
L48580,ledanbatu
L48581,ledania
L48582,leen
L48703,lega
L48704,legado
L48705,legaia
L48706,legal
L48707,legalki
L48708,legami
L48709,legamidun
L48710,legamigabe
L48711,legamitu
L48712,legamiztatu
L48713,legamiztu
L48714,legar
L48715,legaraude
L48716,legaraukiro
L48717,legarauko
L48718,legarautu
L48719,legarda
L48720,legardari
L48721,legardatu
L48722,legardatzaile
L48723,legarkari
L48724,legarki
L48725,legarreria
L48726,legarreztatu
L48727,legartegi
L48728,legartsu
L48729,legartu
L48730,legartza
L48731,legaskari
L48732,legaskarri
L48733,legaske
L48734,legasketu
L48735,legat
L48736,legatar
L48737,legatari
L48738,legatsu
L48739,legatu
L48740,legatx
L48741,legatz
L48742,legatzale
L48743,legaurretze
L48744,legausle
L48745,legautsi
L48746,legaz
L48747,legazdun
L48748,legazki
L48749,legazkume
L48750,lege
L48751,legealdi
L48752,legebatzar
L48753,legebatzartoki
L48754,legebide
L48755,legedi
L48756,legedun
L48757,legegabe
L48758,legegai
L48759,legegile
L48760,legegiletza
L48761,legegin
L48762,legegintza
L48763,legegizon
L48764,legegizontza
L48765,legego
L48766,legejakin
L48767,legekin
L48768,legelari
L48769,legeltxor
L48770,legen
L48771,legenar
L48772,legenardun
L48773,legenarti
L48774,legenartsu
L48775,legendun
L48776,legenti
L48777,legentsu
L48778,legentxor
L48779,legentziar
L48780,legepe
L48781,legepeko
L48782,legeperatu
L48783,legepetu
L48784,legeratu
L48785,legerio
L48786,legetar
L48787,legeti
L48788,legetiar
L48789,legetsu
L48790,legetu
L48791,legetxe
L48792,legetxerik
L48793,legetxez
L48794,legez
L48795,legezale
L48796,legezik
L48797,legezki
L48798,legeztapen
L48799,legitu
L48800,lego
L48801,legoi
L48802,legoitza
L48803,legoitzatu
L48804,legor
L48805,legorterazi
L48806,legua
L48807,leguma
L48583,lehen
L48584,lehenabendu
L48585,lehenagi
L48586,lehenago
L48587,lehenagoera
L48588,lehenagoitza
L48589,lehenagoro
L48590,lehenagotasun
L48591,lehenagotto
L48592,lehenagotu
L48593,lehenagotxo
L48594,lehenagotze
L48595,lehenaidartu
L48596,lehenaigo
L48597,lehenaipu
L48598,lehenaldi
L48599,lehenarago
L48600,lehenari
L48601,lehenarta
L48602,lehenasteko
L48603,lehenaztandik
L48604,lehenbailehen
L48605,lehenbailehendu
L48606,lehenbailehenka
L48607,lehenbide
L48608,lehenbizi
L48609,lehenbizitasun
L48610,lehendabizi
L48611,lehendakari
L48612,lehendakariorde
L48613,lehendakaritza
L48614,lehendanaz
L48615,lehendanik
L48616,lehendatu
L48617,lehendaukera
L48618,lehendaurretik
L48619,lehendautatu
L48620,lehendezagutza
L48621,lehendi
L48622,lehendiko
L48623,lehendisomatu
L48624,lehendu
L48625,leheneko
L48626,lehenendaitz
L48627,lehenendari
L48628,lehenendikako
L48629,lehenendiko
L48630,lehenengai
L48631,lehenengo
L48632,lehenengotar
L48633,lehenengotasun
L48634,lehenengotxo
L48635,lehenengotza
L48636,lehenenkari
L48637,lehenenki
L48638,lehenenkiro
L48639,lehenerantsu
L48640,leheneratu
L48641,lehenesa
L48642,lehenesitasundun
L48643,lehenetsi
L48644,leheneztako
L48645,lehengai
L48646,lehengandik
L48647,lehenganik
L48648,lehengari
L48649,lehengo
L48650,lehengoratu
L48651,lehengoratze
L48652,lehengotar
L48653,lehengotaratu
L48654,lehengusina
L48655,lehengusu
L48656,lehengusutxo
L48657,lehenik
L48658,lehenikusi
L48659,lehenikuskera
L48660,lehenirudetu
L48661,lehenka
L48662,lehenkagarri
L48663,lehenkakizun
L48664,lehenkari
L48665,lehenkatu
L48666,lehenkiro
L48667,lehenkuntza
L48668,lehenkusi
L48669,lehenmen
L48670,lehenseme
L48671,lehensemetasun
L48672,lehensemetza
L48673,lehensortu
L48674,lehentaka
L48675,lehentari
L48676,lehentasun
L48677,lehentiraitz
L48678,lehentsu
L48679,lehentxa
L48680,lehentxo
L48681,lehentze
L48682,lehenxoño
L48683,leher
L48684,lehergai
L48685,lehergailu
L48686,lehergarri
L48687,leherkari
L48688,leherkizun
L48689,leherkoi
L48690,leherkor
L48691,leherpen
L48692,leherraldi
L48693,leherrarazi
L48694,leherren
L48695,leherrenka
L48696,leherrin
L48697,lehertoki
L48698,lehertu
L48699,lehertzaile
L48700,lehertze
L48701,leherzale
L48702,leherzori
L48810,lehia
L48812,lehiadun
L48813,lehiadura
L48814,lehiagarri
L48815,lehiaka
L48816,lehiakar
L48817,lehiakara
L48818,lehiakarka
L48820,lehiaketa
L48821,lehiakide
L48822,lehiakitza
L48823,lehiakitzatu
L48824,lehiakizun
L48825,lehiakoi
L48826,lehiakoikeria
L48827,lehiakoiki
L48828,lehiakoitasun
L48829,lehiakoitu
L48830,lehiakor
L48831,lehiakorkeria
L48832,lehiakorki
L48833,lehiakortasun
L48834,lehiakortu
L48838,lehialdi
L48848,lehiarazi
L48849,lehiarazle
L48852,lehiari
L48860,lehiataka
L48862,lehiatasun
L48864,lehiati
L48866,lehiatsu
L48867,lehiatsukeria
L48868,lehiatsuki
L48869,lehiatu
L48870,lehiatuki
L48871,lehiatukiro
L48872,lehiaturo
L48876,lehiazale
L48913,lehios
L49111,leho
L49113,lehoi
L49114,lehoiarre
L49115,lehoiarreme
L49116,lehoikume
L49117,lehoinabar
L49118,lehoisa
L49119,lehoitegi
L49120,lehoitto
L49121,lehoitu
L49122,lehoitzar
L49123,lehoizain
L49127,lehor
L49129,lehordi
L49130,lehorgabe
L49131,lehorgarri
L49132,lehorkai
L49133,lehorki
L49134,lehorkiro
L49135,lehorkizun
L49136,lehorkor
L49137,lehorleku
L49138,lehorpe
L49139,lehorpeki
L49140,lehorpin
L49141,lehorraldi
L49142,lehorrarazi
L49143,lehorreratu
L49144,lehorreratze
L49145,lehorretaratu
L49146,lehorrune
L49147,lehortar
L49148,lehortasun
L49149,lehorte
L49150,lehortegi
L49151,lehortegitu
L49152,lehortezin
L49153,lehorti
L49154,lehortoki
L49155,lehortu
L49156,lehortxo
L49157,lehortzaile
L49158,lehortze
L49448,lehuntz
L48808,lei
L48809,leia
L48836,leial
L48837,leialdade
L48839,leialdu
L48840,leialgabe
L48841,leialki
L48842,leialkiro
L48843,leialtasun
L48844,leialtate
L48845,leialtategabe
L48846,leialtsu
L48847,leiar
L48850,leiardi
L48851,leiargi
L48853,leiarka
L48854,leiarki
L48855,leiarri
L48856,leiartsu
L48857,leiartu
L48858,leiartza
L48859,leiasare
L48861,leiatari
L48873,leiatza
L48874,leiatze
L48875,leiaurre
L48877,leiberekor
L48878,leiberetsutasun
L48879,leida
L48880,leidun
L48881,leigarri
L48882,leigintza
L48811,leihader
L48819,leihakereta
L48835,leihakume
L48863,leihatera
L48865,leihatila
L48907,leiho
L48908,leihogile
L48909,leihokada
L48910,leiholari
L48911,leihopareratu
L48912,leihoratu
L48915,leihotxi
L48916,leihotxo
L48917,leihoxka
L48918,leihoxko
L48919,leihoxkot
L48920,leihozale
L48883,leikitza
L48884,leiko
L48885,leikor
L48886,lein
L48887,leinakor
L48888,leinargi
L48889,leinargitasun
L48890,leinargiti
L48891,leinargitsu
L48892,leinetan
L48906,leiño
L48893,leinu
L48894,leinuargi
L48895,leinukide
L48896,leinulari
L48897,leinun
L48898,leinunkiro
L48899,leinuru
L48900,leinurutasun
L48901,leinurutsu
L48902,leinurutu
L48903,leinurutze
L48904,leinutar
L48905,leinuzale
L48914,leiotila
L48921,leira
L48922,leirakor
L48923,leistor
L48924,leita
L48925,leiterdi
L48926,leiti
L48927,leitsu
L48928,leitu
L48929,leitza
L48930,leitzaile
L48931,leitze
L48932,leizafin
L48933,leizamin
L48934,leizanditar
L48935,leizarfin
L48936,leizatu
L48937,leize
L48938,leizedun
L48939,leizekari
L48940,leizepe
L48941,leizeratu
L48942,leizeratze
L48943,leizetar
L48944,leizetsu
L48945,leizetxo
L48946,leizondar
L48947,leiztafin
L48948,lejia
L48949,lejio
L48950,lejionari
L48951,lejisladore
L48952,lejislator
L48953,lejitima
L48954,lejitimamente
L48955,lejitimo
L48956,lejitimoki
L48957,leka
L48958,lekaari
L48959,lekabihur
L48960,lekada
L48961,lekadatu
L48962,lekadun
L48963,lekaiari
L48964,lekaidaba
L48965,lekaide
L48966,lekaideme
L48967,lekaidetxe
L48968,lekaidetza
L48969,lekaidi
L48970,lekaime
L48971,lekaimekide
L48972,lekaimetxe
L48973,lekaimetxo
L48974,lekaio
L48975,lekaioka
L48976,lekaipuru
L48977,lekakeria
L48979,lekaña
L48978,lekandi
L48980,lekao
L48981,lekaretxe
L48982,lekari
L48983,lekaria
L48984,lekaro
L48985,lekaroti
L48986,lekarotz
L48987,lekarraldotu
L48988,lekat
L48989,lekatako
L48990,lekatetxe
L48991,lekatgarri
L48992,lekatkizun
L48993,lekatsu
L48994,lekatu
L48995,lekatupi
L48996,lekatxistu
L48997,lekatxo
L48998,lekatzaile
L48999,lekatze
L49000,lekauti
L49001,lekaxin
L49002,lekazale
L49003,lekazi
L49004,lekazin
L49005,lekea
L49006,lekeda
L49007,lekedari
L49008,lekedatu
L49009,lekedatzaile
L49010,lekeltxor
L49011,leketxe
L49012,lekina
L49013,lekinde
L49014,leko
L49015,lekoa
L49016,lekoatsu
L49017,lekobidi
L49018,lekoiti
L49019,lekona
L49020,lekontari
L49021,lekontu
L49022,lekora
L49023,lekoragarri
L49024,lekorakizun
L49025,lekoratu
L49026,lekore
L49027,lekoreratu
L49028,lekortar
L49029,lekotz
L49030,lektore
L49031,lektura
L49032,leku
L49033,lekua
L49034,lekualdara
L49035,lekualdatu
L49036,lekualdatze
L49037,lekuar
L49038,lekuarazi
L49039,lekudun
L49040,lekugei
L49041,lekugi
L49042,lekuguztikotasun
L49043,lekuka
L49044,lekukide
L49045,lekuko
L49046,lekukoera
L49047,lekukotasun
L49048,lekukotu
L49049,lekun
L49050,lekune
L49051,lekunegabe
L49052,lekuona
L49053,lekuratu
L49054,lekuratzaile
L49055,lekutsu
L49056,lekutu
L49057,lekutxo
L49058,lekutze
L49059,lekuzko
L49060,lekuztatu
L49061,lekzio
L49062,lela
L49063,lelago
L49064,lelakeria
L49065,lelantoni
L49066,lelaro
L49067,lelatasun
L49068,lelatu
L49069,lelen
L49070,lelexka
L49071,lelikot
L49072,lelo
L49073,lelogura
L49074,leloka
L49075,lelokeria
L49076,lelokoi
L49077,lelokote
L49078,lelosina
L49079,lelotasun
L49080,lelotegi
L49081,lelotu
L49082,lelotzaile
L49083,lelotzar
L49084,lema
L49085,lemako
L49086,lemari
L49087,lemasotin
L49088,lemategi
L49089,lemazain
L49090,lemaztatu
L49091,lemazurrun
L49092,lemeada
L49093,lemeatu
L49094,lemera
L49095,lemira
L49096,lemiratu
L49097,lemoro
L49109,leñ
L49098,lena
L49110,leña
L49099,lengoaje
L49100,lenguado
L49101,lenijaio
L49102,lenmen
L49103,lentaina
L49104,lenteja
L49105,lentilla
L49106,lentiña
L49107,lento
L49108,lentoi
L49112,leofito
L49124,leondar
L49125,leones
L49126,leopardo
L49128,leordegi
L49159,leoskoi
L49160,leostu
L49161,leotz
L49162,leozpe
L49163,leozpetu
L49164,lepaari
L49165,lepabilkai
L49166,lepabilkaitxo
L49167,lepaezur
L49168,lepagain
L49169,lepagazta
L49170,lepagorri
L49171,lepaila
L49172,lepajan
L49173,lepaka
L49174,lepakada
L49175,lepakai
L49176,lepakari
L49177,lepakatu
L49178,lepaketa
L49179,lepalde
L49180,lepaldeki
L49181,lepaldu
L49182,lepalpen
L49183,lepaluze
L49184,lepamagal
L49185,lepamin
L49186,lepamotz
L49187,lepamoztu
L49188,lepande
L49189,lepandi
L49190,lepape
L49191,leparaia
L49192,lepardatz
L49193,lepasamar
L49194,lepasare
L49195,lepasendo
L49196,lepatrapu
L49197,lepatsu
L49198,lepatu
L49199,lepatxiki
L49200,lepatxintxil
L49201,lepatxira
L49202,lepatxoko
L49203,lepatzaki
L49204,lepaustai
L49205,lepaxerto
L49206,lepaxoko
L49207,lepazaki
L49208,lepazallu
L49209,lepazamar
L49210,lepazoko
L49211,lepaztun
L49212,lepazur
L49213,lepazuri
L49214,lepei
L49215,leperia
L49216,lepertu
L49217,lepertz
L49218,lepezur
L49219,lepitxuli
L49220,lepo
L49221,lepobilkai
L49222,lepoeda
L49223,lepogabetu
L49224,lepogaineratu
L49225,lepogako
L49226,lepogate
L49227,lepogorri
L49228,lepokada
L49229,lepoker
L49230,lepoketa
L49231,lepoko
L49232,lepomakur
L49233,lepomoztu
L49234,lepondo
L49235,leporatu
L49236,lepostun
L49237,lepotu
L49238,lepotxa
L49239,lepotxo
L49240,lepotxuri
L49241,lepoune
L49242,lepoxango
L49243,lepozaku
L49244,lepozale
L49245,lepozilo
L49246,lepozintzur
L49247,lepra
L49248,lepradun
L49249,lepratsu
L49250,lepro
L49251,leproi
L49252,leproso
L49253,lepule
L49254,lepurka
L49255,lepustei
L49256,ler
L49257,lera
L49258,lerada
L49259,leragabeko
L49260,leralde
L49261,leratsu
L49262,leratzun
L49263,lerazpa
L49264,lerda
L49265,lerdadera
L49266,lerdakatu
L49267,lerdamin
L49268,lerdarazgarri
L49269,lerdarri
L49270,lerdatu
L49271,lerde
L49272,lerdedun
L49273,lerdeka
L49274,lerdekari
L49275,lerdekatu
L49276,lerdeki
L49277,lerdel
L49278,lerden
L49279,lerdendu
L49280,lerdendura
L49281,lerdengarri
L49282,lerdenkeria
L49283,lerdenki
L49284,lerdenkizun
L49285,lerdentasun
L49286,lerdentsu
L49287,lerdetsu
L49288,lerdi
L49289,lerdikia
L49290,lerdo
L49291,lerdodun
L49292,lerdoi
L49293,lerdoin
L49294,lerdokeria
L49295,lerdotsu
L49296,lerenburu
L49297,lergai
L49298,lergo
L49299,lergogarri
L49300,lergokeria
L49301,lergokiro
L49302,lergoro
L49303,lergotasun
L49304,lergotu
L49305,leria
L49306,leriatu
L49307,lerin
L49308,lerki
L49309,lerma
L49310,lerra
L49311,lerrabide
L49312,lerrada
L49313,lerradako
L49314,lerradazi
L49315,lerradura
L49316,lerragabe
L49317,lerragarri
L49318,lerragarritasun
L49319,lerragune
L49320,lerraka
L49321,lerrakatu
L49322,lerraketa
L49323,lerraketari
L49324,lerrako
L49325,lerrakor
L49326,lerrakorki
L49327,lerrakortasun
L49328,lerrakortu
L49329,lerrakunde
L49330,lerraldi
L49331,lerraleku
L49332,lerrarazi
L49333,lerraraztaile
L49334,lerrargi
L49335,lerrari
L49336,lerrategi
L49337,lerrati
L49338,lerratu
L49339,lerratzaile
L49340,lerratze
L49341,lerro
L49342,lerroalde
L49343,lerroaldi
L49344,lerrobil
L49345,lerroka
L49346,lerrokada
L49347,lerrokakizun
L49348,lerrokatu
L49349,lerrondo
L49350,lerrondotsu
L49351,lerroño
L49352,lerroska
L49353,lerroti
L49354,lerrotto
L49355,lerrotu
L49356,lerrotxo
L49357,lerrotze
L49358,lerrozkatu
L49359,lertegi
L49360,lertsun
L49361,lertxun
L49362,lertxundi
L49363,lertxunondo
L49364,lertzo
L49365,lertzoko
L49366,lertzotasun
L49367,lertzotsu
L49368,lertzotu
L49369,lertzun
L49370,lesarartu
L49371,lesendakin
L49372,lespara
L49373,leste
L49374,lesuin
L49375,leta
L49376,letagin
L49377,letania
L49378,letargo
L49379,letaria
L49380,letarjiko
L49381,letarta
L49382,letartako
L49383,letartatu
L49384,letarti
L49385,letatu
L49386,leterina
L49387,letoi
L49388,letoitegi
L49389,letra
L49390,letradun
L49391,letragabe
L49392,letraiatu
L49393,letraketari
L49394,letrakinde
L49395,letraldatu
L49397,letraño
L49396,letrant
L49398,letratu
L49399,letratugabe
L49400,letratukeria
L49401,letratxo
L49402,letrau
L49403,letrazale
L49404,letreiatu
L49405,letrero
L49406,letrizidade
L49407,letro
L49408,letson
L49409,letxe
L49410,letxera
L49411,letxero
L49412,letxik
L49413,letxoi
L49414,letxuga
L49415,letxugatu
L49416,letxugilla
L49417,letxurreria
L49418,letz
L49419,letzale
L49420,letzione
L49421,leukeria
L49422,leun
L49423,leunagotu
L49424,leunaldi
L49425,leunarazgarri
L49426,leunarazi
L49427,leunbide
L49428,leundi
L49429,leundu
L49430,leundugabe
L49431,leunegitu
L49432,leuneska
L49433,leungarri
L49434,leunka
L49435,leunkari
L49436,leunkatu
L49437,leunkeria
L49438,leunketa
L49439,leunki
L49440,leunkiro
L49441,leunkizun
L49443,leunsko
L49444,leuntari
L49445,leuntasun
L49446,leuntatu
L49447,leuntto
L49449,leuntza
L49450,leuntzaile
L49451,leurtzin
L49452,leusentxa
L49453,leusin
L49454,leusindu
L49455,leuso
L49456,leuta
L49457,leutadi
L49458,leutari
L49459,leutategi
L49460,leutista
L49461,lexar
L49462,lexiba
L49463,lexiko
L49464,lezafin
L49465,leze
L49466,leziatu
L49467,lezino
L49468,lezio
L49469,leziotxo
L49470,lezka
L49471,lezkia
L49472,lezna
L49473,lezo
L49474,lezoi
L49475,lezoingile
L49476,lezoitu
L49477,lia
L49478,liaberkin
L49480,liajende
L49481,liamamu
L49482,liaskor
L49484,liatsu
L49485,liatu
L49487,liazukre
L49488,libain
L49489,libera
L49490,liberal
L49491,liberalismo
L49492,liberalitate
L49493,liberalkeria
L49494,liberalki
L49495,liberalkiro
L49496,liberaltasun
L49497,liberatu
L49498,libere
L49499,libertasun
L49500,libertate
L49501,libertatu
L49502,libertialdi
L49503,libertiarazi
L49504,libertimendu
L49505,libertin
L49506,libertinaje
L49507,libertinkeria
L49508,libertitu
L49509,libertizione
L49510,libertsio
L49511,libertsiogarri
L49512,libertu
L49513,libiandade
L49514,libiar
L49515,libido
L49516,libra
L49517,libradore
L49518,librai
L49519,libraia
L49520,libraieria
L49521,libraire
L49522,libraka
L49523,libramendu
L49524,librantza
L49525,librarazi
L49526,librari
L49527,librario
L49528,librarioari
L49529,libratu
L49530,libratzaile
L49531,libratze
L49532,libre
L49533,librea
L49534,libreki
L49535,librekiro
L49536,libremente
L49537,librepensadore
L49538,librerdi
L49539,libreta
L49540,libretasun
L49541,libreto
L49542,libro
L49543,libroki
L49544,librotasun
L49545,libru
L49546,liburki
L49547,liburu
L49548,liburugile
L49549,liburugin
L49550,liburugintza
L49551,liburuki
L49552,liburukoi
L49553,liburukote
L49554,liburulari
L49555,liburuleku
L49556,liburuño
L49557,liburusko
L49558,liburutegi
L49559,liburutegitxo
L49560,liburutoki
L49561,liburutto
L49562,liburutxo
L49563,liburutzar
L49564,liburuxka
L49565,liburuzale
L49566,liburuzaletasun
L49567,libutu
L49568,lientzier
L49569,lienzero
L49571,lifrent
L49572,lifrita
L49573,liga
L49574,ligadura
L49575,ligagabetu
L49576,ligain
L49577,ligaindu
L49578,ligako
L49579,ligar
L49580,ligarda
L49581,ligardatsu
L49582,ligardatu
L49583,ligartza
L49584,ligatiar
L49585,ligatsu
L49586,ligerri
L49587,ligeta
L49588,ligo
L49589,ligurdausi
L49479,lihaizi
L49483,lihaskor
L49486,lihazki
L49570,liherri
L49590,lihisa
L49855,liho
L49857,lihope
L49859,lihotu
L49591,lijero
L49592,lijeroki
L49593,lijertu
L49594,lika
L49595,likabra
L49596,likabraga
L49597,likagi
L49598,likagitari
L49599,likagitsu
L49600,likagitu
L49601,likain
L49602,likaio
L49603,likaiolari
L49604,likaiotsu
L49605,likaiotzaile
L49606,likaiotze
L49607,likakizun
L49608,likale
L49609,likaletsu
L49610,likaletu
L49611,likapasa
L49612,likar
L49613,likarda
L49614,likasta
L49615,likatsu
L49616,likatu
L49617,likatz
L49618,likatze
L49619,likele
L49620,liki
L49621,likin
L49622,likindu
L49623,likinkeria
L49624,likintasun
L49625,likipria
L49626,likipuru
L49627,likisdura
L49628,likisgarri
L49629,likiskeria
L49630,likiski
L49631,likiskume
L49632,likistaile
L49633,likistasun
L49634,likistatu
L49635,likiste
L49636,likistegi
L49637,likistu
L49638,likits
L49639,likitsarazi
L49640,likitx
L49641,likore
L49642,likorista
L49643,likorn
L49644,liktera
L49645,liku
L49646,likur
L49647,likuragarri
L49648,likurati
L49649,likurta
L49650,likurtari
L49651,likurtatsu
L49652,likurtatu
L49653,likurtemaile
L49654,likurusna
L49655,likustel
L49656,likusteldu
L49657,likutu
L49658,lila
L49659,lilai
L49660,lili
L49661,lilibiri
L49662,lilidura
L49663,lilika
L49664,lilio
L49665,lilipa
L49666,lilipola
L49667,lilipopa
L49668,liliputar
L49669,liliribitxi
L49670,lilirita
L49671,lilistatu
L49672,lilitegi
L49673,lilitsu
L49674,lilitto
L49675,lilitu
L49676,lilitxo
L49677,lilitzaile
L49678,lilitze
L49679,lilizale
L49680,liliztatu
L49681,liliztatzaile
L49682,liloratu
L49683,lilura
L49684,lilurabide
L49685,liluradun
L49686,liluradura
L49687,liluragai
L49688,liluragarri
L49689,liluragarriki
L49690,liluragarriro
L49691,liluragintza
L49692,liluragune
L49693,lilurakeria
L49694,lilurakor
L49695,liluraldi
L49696,liluramendu
L49697,lilurantza
L49698,lilurapen
L49699,lilurarazi
L49700,lilurari
L49701,liluratu
L49702,liluratzaile
L49703,liluratze
L49704,lilurazio
L49705,liluri
L49706,lilurikatu
L49707,lima
L49708,limadore
L49709,limadura
L49710,limakin
L49711,limakizun
L49712,limako
L49713,limar
L49714,limatu
L49715,limatuki
L49716,limatzaile
L49717,limaztatu
L49718,lime
L49719,limeta
L49720,limika
L49721,limikada
L49722,limikatu
L49723,limikatzaile
L49724,limin
L49725,liminkeria
L49726,limiskatu
L49727,limiski
L49728,limista
L49729,limita
L49730,limitatu
L49731,limite
L49732,limiti
L49733,limoi
L49734,limoitxo
L49735,limoitze
L49736,limola
L49737,limoldu
L49738,limonada
L49739,limosna
L49740,limosnagile
L49741,limosnagin
L49742,limosnagintza
L49743,limosnari
L49744,limosnatxo
L49745,limosnero
L49746,limu
L49747,limur
L49748,limurarazi
L49749,limurarri
L49750,limurbide
L49751,limurgarri
L49752,limurgarritasun
L49753,limurgarritu
L49754,limuri
L49755,limuritu
L49756,limurkari
L49757,limurkeria
L49758,limurketa
L49759,limurki
L49760,limurkiro
L49761,limurkoi
L49762,limurkoikeria
L49763,limurkoitu
L49764,limurkor
L49765,limurkortasun
L49766,limurreta
L49767,limurri
L49768,limurta
L49769,limurtasun
L49770,limurtegi
L49771,limurtoki
L49772,limurtu
L49773,limurtza
L49774,limurtzaile
